Num,Address,Checkins,City,Country,Created,Latitude,Longitude,Title,Type
1092,Новомарьинская 19,0,151,1,1280741968,54.737951,55.971214,EFES Dancefloor,4
1093,Обская 2,0,151,1,1280741968,54.715795,56.000858,Мадемуазель,4
1094,Трамвайная 4б,2,151,1,1280741968,54.796371,56.089737,Объект,4
1095,Егорова 2,0,133,1,1280741968,43.582795,39.722271,Gaz,4
1096,Невский просп. 158,4,2,1,1280741968,59.927563,30.375175,Инфинити,4
1097,Сони Кривой 67а,2,158,1,1280741968,55.157294,61.377706,Букварь,4
1098,Пушечная 7К5,1,1,1,1280741968,55.761431,37.62281,Театральная биржа,4
1099,просп. Андропова 11К2,8,1,1,1280741968,55.689492,37.675208,Alcatraz,4
1100,Тверская 12К2,22,1,1,1280741968,55.763781,37.607457,Picasso,4
1101,Космонавтов ,2,49,1,1280741968,56.900766,60.614282,Base,4
1102,Курортный просп. 18К1,0,133,1,1280741968,43.582756,39.72224,Кайман,4
1103,Москвина 1,4,133,1,1280741968,43.5797,39.721651,Буржуй,4
1104,Егорова 1К3,0,133,1,1280741968,43.582746,39.72226,Плюш,4
1105,Курортный просп. 103,2,133,1,1280741968,43.582795,39.722271,Клеопатра,4
1106,Невский ,5,1463,1,1280741968,55.996409,37.216996,Полином,4
1107,Розы Люксембург ,0,49,1,1280741968,56.828448,60.614237,Karaki Bar,4
1108,Петровка 25К1,3,1,1,1280741968,55.76645,37.614473,Muzique Cafe 25,4
1109,Рыльского 14,14,151,1,1280741968,54.768433,56.06966,Москва,4
1110,Серебренниковская 19К1,3,99,1,1280741968,55.021116,82.926278,Алиби,4
1111,Маршала Василевского 17,4,1,1,1280741968,55.804703,37.471758,Anime 69,4
1112,Луначарского ,2,146,1,1280741968,54.20819,37.60593,Молот,4
1113,Якоби 35,1,57,1,1280741968,52.222597,104.326478,Париж,4
1114,Навагинская 3,55,133,1,1280741968,43.584904,39.720924,Посольство Ямайки,4
1115,Ленинградское ш. 10,1,133,1,1280741968,43.572627,39.737408,Империя,4
1116,Саввинская наб. 12К8,2303,1,1,1280741968,55.731982,37.561985,Soho Rooms,4
1117,Мухиной 10,10,57,1,1280741968,52.229051,104.308948,Чердак,4
1118,Сталеваров 3,10,1,1,1280741968,55.760266,37.840714,Global Project,4
1119,Николая Ершова 1а,1,60,1,1280741968,55.794107,49.147566,Shimmer,4
1120,Красная 67,7,72,1,1280741968,45.028992,38.97172,Майами,4
1121,Атарбекова 41К1,1,72,1,1280741968,45.060096,38.957967,Domino,4
1122,Совхозная 17,1,95,1,1280741968,56.327715,43.982433,33,4
1123,Панфилова 5,0,133,1,1280741968,43.582756,39.722302,Электра,4
1124,Калинина 12а,31,99,1,1280741968,54.84161,83.103614,НИИ-Куда,4
1125,Кирова 7а,22,158,1,1280741968,55.180059,61.399805,Бешеная собака,4
1126,Калинина 31,0,169,1,1280741968,57.572278,39.853578,2 этаж,4
1127,В. Красносельская ,9,10,1,1280741968,48.808447,44.767917,Mega Space,4
1128,Чермянский пр. 1,9,1,1,1280741968,55.885337,37.632341,Space,4
1129,просп. Вернадского 14,99,1,1,1280741968,55.676925,37.504789,London,4
1130,Чертановская 17,4,1,1,1280741968,55.624037,37.597863,Муви,4
1131,Ф.Энгельса 66,10,146,1,1280741968,54.176525,37.594081,Tabu,4
1132,Молодежная ,0,87,1,1280741968,69.066435,33.426437,Арена,4
1133,Тельмана 234,2,134,1,1280741968,45.02668,41.939385,Nash,4
1134,Ниж.Сусальный пер. 5,185,1,1,1280741968,55.760626,37.666926,Arma 17,4
1135,Малышева 53,6,49,1,1280741968,56.836416,60.615561,Рай,4
1136,Бассейная 8,3,2,1,1280741968,59.866377,30.308259,Улей,4
1137,Свердлова 12,10,1463,1,1280741968,55.990745,37.222547,La Parranda,4
1138,ПКиО им. Гагарина 21,4,169,1,1280741968,57.697625,39.765705,ZigZag,4
1139,Городской парк им. Пушкина 12,19,61,1,1280741968,54.711754,20.453453,Вагонка,4
1140, 1,23,61,1,1280741968,54.695716,20.503867,Ольштын,4
1141,Шокальского просп 19,19,61,1,1280741968,54.715525,20.47901,Платинум,4
1142,наб. 62-й Армии ,1,10,1,1280741968,48.708898,44.514208,Звездный,4
1143,Театральный просп. 157,0,119,1,1280741968,47.233686,39.739101,Жара,4
1144,ская 3,12,72,1,1280741968,55.677484,37.738279,Mulin Rouge,4
1145,просп. Мира 30К2,3,1,1,1280741968,55.77835,37.633131,Огурец,4
1146,Садовая 28К30,0,2,1,1280741968,59.928077,30.327645,Flat,4
1147,Ленина 251,9,134,1,1280741968,45.040254,41.957594,Мажор,4
1148,Дубковское ш. 80а,1,110,1,1280741968,57.994731,56.293493,Охотник,4
1149,Ленинский просп. 30,26,61,1,1280741968,54.712071,20.507918,Жара,4
1150,ул. 50 лет ВЛКСМ 18б,13,134,1,1280741968,45.012122,41.926467,Сухой закон,4
1151,Максима Горького 64,1,99,1,1280741968,55.026866,82.920394,Остров сокровищ,4
1152,Малышева ,3,49,1,1280741968,56.836268,60.62198,Де Бош,4
1153,Карла Маркса 53,0,57,1,1280741968,52.291114,104.295438,Matreshka,4
1154,Северный пляж ,19,61,1,1280741968,54.944171,20.151413,Корвет,4
1155,Сибирская 16,21,110,1,1280741968,58.010827,56.249503,Ветер,4
1156,Луначарского 62,3,110,1,1280741968,58.006674,56.23707,Друзья,4
1157,Ленина ,6,110,1,1280741968,58.008948,56.225356,Гараж,4
1158,Баумана 60,10,60,1,1280741968,55.790033,49.115819,Малибу,4
1159,Победы 46,2,169,1,1280741968,57.624063,39.867376,Toys,4
1160,просп. Мира 119,2,1,1,1280741968,55.785356,37.636042,Studio 58,4
1161,Ниж.Сусальный пер. 5,2,1,1,1280741968,55.761261,37.662978,Copenhagen,4
1162,Парковая 16,16,1,1,1280741968,55.783428,37.626547,Олимпиада-80,4
1163,Достоевского 6,0,2,1,1280741968,59.926296,30.350318,FM Club,4
1164,Токарева ,0,169,1,1280741968,57.626024,39.887507,AiR,4
1165,Первомайская ул. 16,75,49,1,1280741968,56.817774,60.676629,Tele Club,4
1166,Андреева 6,33,2,1,1280741968,59.930219,30.325157,Bermudy,4
1167,наб. Тараса Шевченко 23,12,1,1,1280741968,55.74598,37.547594,Теплоход «Маэстро»,4
1168,Рочдельская 15,11,1,1,1280741968,55.756766,37.562631,Famous,4
1169,Страстной б-р 10,0,1,1,1280741968,55.766714,37.61097,Divas,4
1170,Ленинградское ш. 45а,6,1,1,1280741968,55.841094,37.478666,Теплоход «Княгиня Ольга»,4
1171,Бакунинская К1,6,1,1,1280741968,55.77357,37.678927,Карузо,4
1172,38-й км Приморского ш 20,6,61,1,1280741968,54.70443,20.559415,Сити парк,4
1173,38-й км Приморского ш ,1,61,1,1280741968,54.70443,20.559315,Матрица,4
1174,Милютинский пер. 6К1,1,1,1,1280741968,55.762019,37.63212,Art Voyage,4
1175,Костромская 17,2,1,1,1280741968,55.885287,37.59948,Ку-ку,4
1176,Кирова 5,32,42,1,1280741968,51.658708,39.194637,Сто Ручьев,4
1177,Первомайская 75а,5,49,1,1280741968,56.844663,60.63674,911,4
1178,просп. Ленина 87,0,146,1,1280741968,54.175271,37.59864,London,4
1179,просп. Революции 34а,8,42,1,1280741968,51.669501,39.207554,Pride,4
1180,Кольцовская 49,0,42,1,1280741968,51.658495,39.185716,Носорог,4
1181,Полевая 4,120,42,1,1280741968,51.659412,39.199757,Angels Fashion Place,4
1182,ул. 9 Января 108,4,42,1,1280741968,51.683502,39.120391,DK9,4
1183,38-й км Приморского ш. 12,7,42,1,1280741968,51.683748,39.21342,Magic Life,4
1184,Мосина 4,6,42,1,1280741968,51.707122,39.172233,Zhara,4
1185,просп. Революции 49,5,42,1,1280741968,51.665373,39.205911,Золотое дерево,4
1186,Приморское ш. 31К1,0,110,1,1280741968,57.998867,56.163606,Сейф,4
1187,Владимира Невского 57К1,11,42,1,1280741968,51.71946,39.174092,Kremlin Pub,4
1188,Пушкинская 13,3,42,1,1280741968,51.660848,39.196505,Космос,4
1189,Саввинская наб. 21,75,1,1,1280741968,55.733822,37.564078,XXXX,4
1190,Седова 99К1,2,2,1,1280741968,59.86528,30.4436,Anime,4
1191,Стародеревенская 34б,73,2,1,1280741968,60.006948,30.246572,Sin City,4
1192,32-й км Приморского ш. 36,1,42,1,1280741968,51.656026,39.193765,Революция,4
1193,просп. Революции 56,4,42,1,1280741968,51.665132,39.204518,Lucky Luciano,4
1194,Октябрьская ,4,146,1,1280741968,54.221948,37.626502,Сатурн,4
1195,Кузнецкий мост 6К3,187,1,1,1280741968,55.761193,37.617599,Coyote Ugly,4
1196,41-й км Приморское ш 10,19,61,1,1280741968,54.727068,20.500579,Кури Бамбук,4
1197,Ленина 11,59,78,1,1280741968,52.612829,39.605715,Евразия,4
1198,Терешковой 26,0,78,1,1280741968,52.613589,39.570007,Подземка,4
1199,Санкт-Петербургский просп. 37,9,78,1,1280741968,52.590376,39.525738,Лимонадный Джо,4
1200,Советская 4,7,78,1,1280741968,52.60485,39.594329,Маска,4
1201,Победы просп. 104,2,78,1,1280741968,52.590097,39.555319,Клетка,4
1202,Ворошилова 1,3,78,1,1280741968,52.603417,39.588629,Виагра,4
1203,Советская 4,161,78,1,1280741968,52.60485,39.594229,Сказка,4
1204,Шереметьевская 15,14,2,1,1280741968,59.806147,30.320441,Babochka,4
1205,Краснопресненская наб. 14а,6,1,1,1280741968,55.749917,37.546965,Челюскин,4
1206,Крылатская 8,24,1,1,1280741968,55.757815,37.433867,Super Beach,4
1207,"дер. Высоково, Пироговское ш. 18",3,72,1,1280741968,45.031356,39.041204,JuJu,4
1208,просп. Ямашева 71а,10,60,1,1280741968,55.826175,49.135385,Latina,4
1209,М.Покровская 4,7,95,1,1280741968,56.316045,43.99217,Incognito,4
1210,просп. Космонавтов 2К2,3,119,1,1280741968,47.285767,39.715663,Пьяный джокер,4
1211,Оружейный пер. 15а,85,1,1,1280741968,55.77197,37.600037,Who is Who,4
1212,Карла Маркса 30,2,78,1,1280741968,52.599731,39.606397,Фрегат,4
1213,Доваторцев 40а,24,134,1,1280741968,45.021074,41.936304,Lilu,4
1214,Рождественка 12К1,2,1,1,1280741968,55.764182,37.623923,Squat,4
1215,просп. Космонавтов 17а,0,112,1,1280741968,61.762389,34.314449,Ozon,4
1216,Новосадовая 106,0,123,1,1280741968,53.244418,50.19908,Sexon,4
1217,Московская 40,4,60,1,1280741968,55.787902,49.108759,Фараон,4
1218,Океанский просп. 111,1,37,1,1280741968,43.133585,131.897657,Clarus Club,4
1219,Крымский вал 3К2,5,1,1,1280741968,55.729227,37.609049,Escobar,4
1220,Светланская 83,0,37,1,1280741968,43.115516,131.902714,Stealth,4
1221,Русская 17,16,37,1,1280741968,43.167602,131.909299,Royal Park,4
1222,просп. Королева 6,5,57,1,1280741968,52.28177,104.258463,Зал ожидания,4
1223,просп. Гагарина 192,0,95,1,1280741968,56.238997,43.961457,Шторм,4
1224,просп. Октября 2а,28,95,1,1280741968,56.24339,43.86496,Shizgara,4
1225,Ниж.Сусальный пер. 5К1,92,1,1,1280741968,55.761242,37.663033,Газгольдер,4
1226,"Кронштадт, Макаровская 1",0,2,1,1280741968,59.929249,30.333682,Atelier Bar,4
1227,Маршала Бирюзова 32,104,1,1,1280741968,55.799881,37.482798,El Inka,4
1228,Коминтерна 37б,15,60,1,1280741968,55.825942,49.110897,Старый рояль,4
1229,Советская ,0,99,1,1280741968,55.033221,82.915437,Табу,4
1230,Фурманова 117,2,49,1,1280741968,56.813537,60.591141,Че Гевара,4
1231,Носовихинское ш. 7,23,1,1,1280741968,55.748625,37.883168,Ringo Club,4
1232,Правобулачная 47б,2,60,1,1280741968,55.786764,49.122853,Гагарин,4
1233,Правобулачная 29,0,60,1,1280741968,55.786735,49.122893,Estrada,4
1234,Садовая-Самотечная 12К1,0,1,1,1280741968,55.773099,37.616755,Шикарус,4
1235,Андреева 3,0,2,1,1280741968,59.930119,30.32442,!,4
1236,Ленина 42,10,1386,1,1280741968,56.310223,38.133071,Maxhouze,4
1237,Гагарина 8,6,1,1,1280741968,55.724854,37.571435,Дом у дороги,4
1238,Казакова 8а,1,1,1,1280741968,55.762606,37.661491,Touareg,4
1239,4-й Сыромятнический пер. 1К8,19,1,1,1280741968,55.755079,37.664527,W Bar,4
1240,Сони Кривой 81,4,158,1,1280741968,55.157006,61.365295,Манхэттен,4
1241,Баумана ,6,60,1,1280741968,55.79285,49.110378,Волга-Волга,4
1242,Марксистская 34К10,4,1,1,1280741968,55.733817,37.664464,Up & Down,4
1243,Победы ,8,169,1,1280741968,57.631441,39.87008,Клуб чайной культуры,4
1244,Терешковой 51,2,119,1,1280741968,47.227788,39.728928,Туссе,4
1245,Грабина 2,4,123,1,1280741968,53.257764,50.368233,Магистраль,4
1246,Тургеневская 16К13,2,119,1,1280741968,47.215156,39.707117,Бас Бочка,4
1247,Адмиралтейская наб. 8,19,2,1,1280741968,59.938559,30.307307,Корабль «Кронверк»,4
1248,Рочдельская 15,117,1,1,1280741968,55.756766,37.562631,Ванильный ниндзя,4
1249,"пос. Лазаревское, Центральная наб. 49",0,119,1,1280741968,47.216147,39.706842,Карантин,4
1250,Дубининская 69,3,1,1,1280741968,55.714878,37.634427,Ночь,4
1251,Октябрьская 13,0,87,1,1280741968,68.976186,33.088374,Магистраль,4
1252,Лиговский просп. 50К6,2,2,1,1280741968,59.925216,30.358064,Triada,4
1253,Астрономическая 17,15,60,1,1280741968,55.788292,49.115487,4 комнаты,4
1254,Цюрупы 42,5,151,1,1280741968,54.725966,55.954262,Зажигалка,4
1255,пр. Циолковского 2,51,2,1,1280741968,59.925051,30.373333,Главклуб,4
1256,Звенигородская 9К11,110,2,1,1280741968,59.920045,30.339188,XXXX bar-3,4
1257,Баумана 58,0,60,1,1280741968,55.789983,49.115266,Habermaas,4
1258,Ленина 54,4,42,1,1280741968,51.661619,39.200566,Выход,4
1259,Литовский вал 38,38,61,1,1280741968,54.717256,20.532182,Амстердам,4
1260,Цветной б-р 11К2,6,1,1,1280741968,55.770092,37.62077,Демократия,4
1261,наб. Лейтенанта Шмидта ,0,2,1,1280741968,59.933413,30.27629,Тутси,4
1262,Думская 4,2,2,1,1280741968,59.933282,30.328626,Людовик,4
1263,Октябрьская 53,0,78,1,1280741968,52.601634,39.596125,Ночной квартал,4
1264,Коммунальная 2,7,87,1,1280741968,68.995898,33.097924,Лапландия,4
1265,Красный просп. 220К5,6,99,1,1280741968,55.06721,82.912542,Лунапарк,4
1266,Б.Сампсониевский просп. 60,2,2,1,1280741968,59.974086,30.339072,Ночь,4
1267,Плехановская 9а,7,42,1,1280741968,51.662535,39.197898,Игуана,4
1268,Плотников пер. 15,7,1,1,1280741968,55.746188,37.588314,Chivas Bar & Lounge,4
1269,Арбат 22,7,1,1,1280741968,55.750119,37.593066,Гарцующий дредноут,4
1270,Сиреневый б-р 31,4,1,1,1280741968,55.803798,37.800622,Vо Bar,4
1271,Бродников пер. 8,510,1,1,1280741968,55.73736,37.616737,Гараж,4
1272,Полевой пр. 43в,7,42,1,1280741968,51.688086,39.254761,Не макраме,4
1273,Карла Маркса 67б,49,42,1,1280741968,51.669261,39.198419,Парнас,4
1274,Сакко и Ванцетти 9,20,49,1,1280741968,56.816804,60.637054,Gold club,4
1275,Циолковского 11,9,42,1,1280741968,51.64357,39.270401,Vegas,4
1276,Профессора Попова 38,5,2,1,1280741968,59.971141,30.297884,BarBus,4
1277,ул. Казанская 26,51,2,1,1280741968,59.930464,30.317863,Стирка 40°,4
1278,Демонстрации 134,0,146,1,1280741968,54.191163,37.582313,Ретро-шлягер,4
1279,Гороховая 49,8,2,1,1280741968,59.927216,30.323445,Стереобар,4
1280,Горьковское шоссе 20,12,24,1,1280741968,55.798627,37.960998,Roxbury,4
1281,Кирова 12а,4,1,1,1280741968,55.796243,37.688863,DiskMoon,4
1282,Гончарная 27,0,2,1,1280741968,59.927883,30.368824,Studio IT,4
1283,Советская 162а,2,110,1,1280741968,57.974983,56.156599,Globass,4
1284,Розанова 4,32,1,1,1280741968,55.772259,37.54091,69,4
1285,Миллионная 22,0,2,1,1280741968,59.942327,30.32168,Candy,4
1286,наб. реки Фонтанки ,0,2,1,1280741968,59.922586,30.319431,Papaprotif,4
1287,Литейный просп. 57,3,2,1,1280741968,59.934548,30.34767,Delight,4
1288,Новосущевский пер. 6К1,6,1,1,1280741968,55.790018,37.60549,Megapolis,4
1289,Покровка 19,0,1,1,1280741968,55.759821,37.646265,Style,4
1290,Республиканская 97,3,169,1,1280741968,57.620573,39.877841,Факультет,4
1291,"Кронштадт, Макаровская 3",0,2,1,1280741968,59.928433,30.333673,Хемингуэй бар,4
1292,Ленинградская 57,27,2,1,1280741968,59.934763,30.347645,Nebar,4
1293,Южная дорога 6К1,130,2,1,1280741968,59.96857,30.232562,Воздух,4
1294,Ленина 92,45,110,1,1280741968,58.005544,56.207282,ROOM BAR,4
1295,Приморское шоссе 5,0,110,1,1280741968,58.015709,56.239765,Pirogi,4
1296,Марата 73 114КА,38,55,1,1280741968,57.019727,40.969519,Oblico Morale,4
1297,просп. Стачек 99,0,2,1,1280742023,59.858697,30.249267,У Швейка. Супы и сосиски,3
1298,Кольский просп. 27,22,87,1,1280742023,68.944536,33.099226,Сфера,3
1299,Татарстан 3К2,0,60,1,1280742023,55.786764,49.122853,Афродита,3
1300,Академика Павлова 14,0,2,1,1280742023,59.97622,30.309544,Ажур,3
1301,Шенкурский пр. 14,0,1,1,1280742023,55.89767,37.591566,Остапчик,3
1302,просп. Вернадского 92,10,1,1,1280742023,55.655219,37.47306,Оливер Кромвель,3
1303,Нагатинская 25К1,6,1,1,1280742023,55.681361,37.656604,Палео,3
1304,Пречистенка 15К10,16,1,1,1280742023,55.74225,37.5956,На Пречистенке,3
1305,просп. Октября 56,2,169,1,1280742023,57.638205,39.859282,Романс,3
1306,Школьный пр. 17,4,169,1,1280742023,57.64742,39.95825,Браво,3
1307,Скаковая 17,4,1,1,1280742023,55.778031,37.573151,Фаворит,3
1308,пл. Победы 1,71,2,1,1280742023,59.842635,30.31779,Paulaner,3
1309,1-я линия В.О. 18,0,2,1,1280742023,59.94051,30.290868,Лиду,3
1310,Марата 14,0,2,1,1280742023,59.929263,30.354657,Близнецы,3
1311,Потаповский пер. 5К2,154,1,1,1280742023,55.761674,37.640632,Тема,3
1312,Сакко и Ванцетти 99,6,49,1,1280742023,56.82768,60.591842,Asado,3
1313,Савушкина 119К3,0,2,1,1280742023,59.988518,30.226288,La Cucaracha,3
1314,Воеводина 4,1,49,1,1280742023,56.836372,60.601562,Bo-Bo,3
1315,просп. Ленина 32К34,21,49,1,1280742023,56.837652,60.606269,Rosy Jane,3
1316,Ленинский просп. 28,32,1,1,1280742023,55.71342,37.588467,Cafe Calvados,3
1317,Коровий вал 9а,8,1,1,1280742023,55.728941,37.618659,Свет звезд,3
1318,ул. 50 лет Октября 19,14,151,1,1280742023,54.738001,55.971214,Браухаус,3
1319,Кронштадтский б-р 15,0,1,1,1280742023,55.845618,37.504609,Трактир Е-95,3
1320,Комарова 5,45,151,1,1280742023,54.819575,56.055763,Биатлон,3
1321,Карла Маркса 23,1,151,1,1280742023,54.725706,55.940348,Баскин Роббинс,3
1322,Фрунзенская наб. 18д,88,1,1,1280742023,55.729382,37.592006,Причал торпедных катеров,3
1323,Пятницкая 25К1,1,1,1,1280742023,55.74182,37.63014,Cafemax,3
1324,Кузнецкий мост 12,127,1,1,1280742023,55.761639,37.621157,"Кузнецкий Мост, 12",3
1325,Вавилова 97,13,1,1,1280742023,55.675489,37.540991,Балкон,3
1326,Фрунзенская наб. 16д,1,1,1,1280742023,55.729863,37.591279,Мама Зоя,3
1327,Садовая-Самотечная 16К2,70,1,1,1280742023,55.77312,37.618093,Сыр,3
1328,Тверская 24К2,61,1,1,1280742023,55.768142,37.600576,Пекинская утка,3
1329,Б.Садовая 10,26,1,1,1280742023,55.766901,37.592887,Кофе Хауз,3
1330,Рубинштейна 29,0,2,1,1280742023,59.926837,30.341973,Белый кофе,3
1331,Караванная 9,0,2,1,1280742023,59.93431,30.34099,Япона мать,3
1332,Пятницкая 5,36,1,1,1280742023,55.745093,37.627553,Coffee Bean,3
1333,Серова 6К1,1,134,1,1280742023,45.026189,41.940589,Виктория,3
1334,Б.Грузинская 62,2,1,1,1280742023,55.772684,37.585763,Макарони,3
1335,Ново-Садовая ,0,123,1,1280742023,53.229862,50.177664,Планета суши,3
1336,Спортивная 5,0,123,1,1280742023,53.187834,50.122453,Коматозо,3
1337,Ленинградская 32,10,123,1,1280742023,53.187823,50.090249,Марлин,3
1338,Куйбышева 100,3,123,1,1280742023,53.18989,50.0898,У Палыча,3
1339,Среднеохтинский просп. 33К15,5,2,1,1280742023,59.95516,30.415842,Глухарь на Охте,3
1340,Ватутина 8,0,2,1,1280742023,59.96203,30.379765,Папина кухня,3
1341,просп. Просвещения 69,7,2,1,1280742023,60.039813,30.395962,Пятый элемент,3
1342,Спортивная 14,5,123,1,1280742023,53.191594,50.123909,Beerлога,3
1343,Коммунистическая 27,10,123,1,1280742023,53.200787,50.142163,Beerhouse,3
1344,Лаврушинский пер. 15К1,0,1,1,1280742023,55.741703,37.621579,Артиссимо,3
1345,Советской Армии 235,13,123,1,1280742023,53.233069,50.188174,Beerлога,3
1346,Молодогвардейская 223,3,123,1,1280742023,53.207912,50.123873,Beerлога,3
1347,Банный пер. 3,0,1,1,1280742023,55.786384,37.636626,Аквариус,3
1348,Староваганьковский пер. 7К19,0,1,1,1280742023,55.750905,37.606227,Алое,3
1349,пос. Краснообск ,7,99,1,1280742023,54.920899,82.985054,Кабачок у Йорика,3
1350,просп. 60-летия Октября ,74,1,1,1280742023,55.697833,37.577642,Черноморская Ривьера,3
1351,Б. 8 ,0,1,1,1280742023,55.747414,37.645205,Сипадан,3
1352,Рихарда Зорге ,1,151,1,1280742023,54.763789,56.003194,Арагви,3
1353,Чонгарский б-р 19,9,1,1,1280742023,55.652842,37.60673,Шеш-Беш,3
1354,Садовая-Триумфальная 10К1,0,1,1,1280742023,55.770836,37.600675,Старый погреб,3
1355,Новослободская 3,3,1,1,1280742023,55.779059,37.600711,Мока-Лока,3
1356,Комсомольский просп. 21К2,152,1,1,1280742023,55.7282,37.585538,Кофемания,3
1357,Сретенка 22К1,61,1,1,1280742023,55.769524,37.632655,Coffee Bean,3
1358,Красноказарменная 23,1,1,1,1280742023,55.753544,37.712803,Рис и Лапша,3
1359,Покровка 35К1,5,1,1,1280742023,55.761345,37.650594,Камадо,3
1360,Наметкина 21,2,1,1,1280742023,55.663532,37.556217,Пати,3
1361,наб. реки Фонтанки 108,68,2,1,1280742023,59.921313,30.318895,Dickens,3
1362,Ломоносова 6,26,2,1,1280742023,59.929777,30.333969,Fiolet,3
1363,просп. 60-летия Октября 5К3,39,1,1,1280742023,55.703221,37.580562,Анджело,3
1364,Б.Грузинская 57К1,0,1,1,1280742023,55.771423,37.583284,Атлас,3
1365,Покровка 33К22,0,1,1,1280742023,55.760975,37.649984,Коммерсант,3
1366,Н.Арбат 1К1,37,1,1,1280742023,55.752678,37.599022,Кофе Хауз,3
1367,Чистопрудный б-р 1,2,1,1,1280742023,55.765124,37.638907,Богемия,3
1368,Спиридоньевский пер. 9,12,1,1,1280742023,55.76247,37.593902,Дон Педро,3
1369,Собинова 45,1,169,1,1280742023,57.622834,39.882441,Светлана,3
1370,Большой просп. В.О. 19,23,2,1,1280742023,59.940037,30.284068,Тан Жен,3
1371,Ср.Первомайская 15,1,1,1,1280742023,55.795322,37.80877,Сет а Муа,3
1372,Фурштатская 46,2,2,1,1280742023,59.945756,30.362787,Robertino,3
1373,Б.Кисельный пер. 15К1,0,1,1,1280742023,55.764921,37.629161,As,3
1374,Лесной просп. 48,33,2,1,1280742023,59.981523,30.342485,Лесной,3
1375,19 К1,4,1,1,1280742023,55.612243,37.796768,Толстый Мо,3
1376,Тверская 31,3,1,1,1280742023,55.76917,37.596642,Бриошь,3
1377,Большой просп. П.С. 32,0,2,1,1280742023,59.95762,30.298513,Морковка,3
1378,Московский 198,9,2,1,1280742023,59.861028,30.322587,Ян Гон,3
1379,Филипповский пер. 13К1,3,1,1,1280742023,55.750155,37.598402,Кафе «На Филипповском»,3
1380,Карла Маркса 17а,3,95,1,1280742023,56.340136,43.941056,Essen,3
1381,Горького 160,0,95,1,1280742023,56.317233,44.009319,Don Chico,3
1382,просп. Гагарина 156,0,95,1,1280742023,56.259418,43.973512,Вдвое лучше,3
1383,Минина 12,2,95,1,1280742023,56.328529,44.015455,Sofie & Serge,3
1384,Нижневолжская наб. 17,0,95,1,1280742023,56.324461,44.00189,Восточная сказка,3
1385,Б.Печерская 11,7,95,1,1280742023,56.325769,44.017215,Барин,3
1386,Б.Спасская 11К1,2,1,1,1280742023,55.773808,37.639491,Трактир на Спасской,3
1387,Молодогвардейская 204,12,123,1,1280742023,53.201963,50.109122,Планета суши,3
1388,Линейная 51,6,99,1,1280742023,55.052649,82.925981,Сицилия,3
1389,Лыжный пр. 14,50,87,1,1280742023,68.945806,33.114237,69-я параллель,3
1390,Полтавская 5К29,102,2,1,1280742023,59.927549,30.368994,Джельсомино,3
1391,Коллонтай 30К1,1,2,1,1280742023,59.923545,30.482551,Галс,3
1392,просп. Ленина ,0,49,1,1280742023,56.839774,60.615072,Магия кино,3
1393,Боткинская 1,0,2,1,1280742023,59.958264,30.355807,Вариант,3
1394,Нарвский просп. 15,2,2,1,1280742023,59.904017,30.273548,Бруклин,3
1395,Демьяна Бедного 19,6,2,1,1280742023,60.045403,30.38997,Бегемот,3
1396,Гаванская 35,3,2,1,1280742023,59.934704,30.239332,Борей,3
1397,Курская 31,0,2,1,1280742023,59.910451,30.356661,Бонанэ,3
1398,Марата 10,216,2,1,1280742023,59.929822,30.354999,Жан Жак Руссо,3
1399,Покровка 40б,8,1,1,1280742023,55.761143,37.652463,Восточный дворик,3
1400,Камергерский пер. 5,212,1,1,1280742023,55.760469,37.614491,Gusto,3
1401,Волжский б-р 27К1,19,1,1,1280742023,55.704083,37.751008,Гавайи,3
1402,просп. Октября 138,33,151,1,1280742023,54.779567,56.032074,McDonald`s,3
1403,Ижорская 4,12,95,1,1280742023,56.317797,44.018823,Pronto Pizza e Pasta,3
1404,Перерва 43,0,1,1,1280742023,55.659835,37.747666,Восточный базар,3
1405,Ащеулов пер. 9,0,1,1,1280742023,55.767712,37.634595,Рояль,3
1406,Гребной канал ,2,95,1,1280742023,56.324461,44.00189,Нептун,3
1407,Пискунова 41,0,95,1,1280742023,56.325669,44.013559,Бродвей-пицца,3
1408,Коминтерна 105,1,95,1,1280742023,56.347799,43.870934,Бродвей-пицца,3
1409,просп. Ленина 33,5,95,1,1280742023,56.287507,43.928785,Бродвей-пицца,3
1410,Б.Покровская 8К8,0,95,1,1280742023,56.324321,44.003103,Бродвей-пицца,3
1411,Белинского 124,2,95,1,1280742023,56.31897,44.025516,Мир пиццы,3
1412,Героев Космоса 2,0,95,1,1280742023,56.358891,43.822793,Посиделкин,3
1413,Коммунистическая 23,2,10,1,1280742023,48.719373,44.527297,Баязет,3
1414,Бориса Богаткова 208К1,12,99,1,1280742023,55.035539,82.976071,Мао,3
1415,Георгиевский съезд 3,70,95,1,1280742023,56.328459,44.023306,Александровский сад,3
1416,Рождественская 24,3,95,1,1280742023,56.327655,43.988047,IL porto,3
1417,Черняховского ,6,134,1,1280742023,45.02875,41.97468,Рояль,3
1418,Варшавское ш. 30К2,11,1,1,1280742023,55.682772,37.622693,Сезам,3
1419,Куйбышева 44,1,49,1,1280742023,56.826862,60.615962,City-bar,3
1420,просп. Октября 128К2,0,151,1,1280742023,54.773678,56.031158,Дон Кихот,3
